province;red;green;blue;name;
2475;191;177;241;x;
2476;57;188;101;x;
2477;161;165;8;x;
2478;37;208;163;x;
2479;226;242;234;x;
2480;135;89;149;x;
2481;56;236;249;x;
2482;182;181;47;x;
2483;17;168;10;x;
2484;1;36;151;x;
2485;235;208;114;x;
2486;122;6;200;x;
2487;7;211;249;x;
2488;123;101;173;x;
2489;237;87;235;x;
2490;47;239;219;x;
2491;178;161;201;x;
2492;225;140;26;x;
2493;99;40;95;x;
2494;86;125;165;x;
2495;235;137;127;x;
2496;40;124;44;x;
2497;9;97;58;x;
2498;142;40;83;x;
2499;31;192;2;x;
2500;199;45;52;x;
2501;248;145;103;x;
2502;149;187;133;x;
2503;198;129;178;x;
2504;189;70;52;x;
2505;141;224;194;x;
2506;6;168;140;x;
2507;18;55;130;x;
2508;118;80;205;x;
2509;213;157;22;x;
2510;24;56;86;x;
2511;48;70;80;x;
2512;247;147;210;x;
2513;12;209;28;x;
2514;137;192;245;x;
2515;229;91;24;x;
2516;149;234;3;x;
2517;58;172;148;x;
2518;62;229;35;x;
2519;192;146;176;x;
2520;241;198;253;x;
2521;186;169;80;x;
2522;102;100;203;x;
2523;166;119;74;x;
2524;232;127;191;x;
2525;98;80;156;x;
2526;131;17;225;x;
2527;110;102;132;x;
2528;63;118;62;x;
2529;159;120;57;x;
2530;24;186;162;x;
2531;54;29;224;x;
2532;84;142;33;x;
2533;7;245;24;x;
2534;111;216;224;x;
2535;57;146;205;x;
2536;182;101;183;x;
2537;41;151;16;x;
2538;134;56;108;x;
2539;19;121;234;x;
2540;194;142;169;x;
2541;60;203;165;x;
2542;44;161;183;x;
2543;160;107;95;x;
2544;241;58;238;x;
2545;211;107;3;x;
2546;9;85;195;x;
2547;153;183;141;x;
2548;77;69;53;x;
2549;137;207;88;x;
2550;13;165;158;x;
2551;40;74;0;x;
2552;127;142;188;x;
2553;89;78;102;x;
2554;137;187;168;x;
2555;30;187;167;x;
2556;0;255;116;x;
2557;35;240;177;x;
2558;148;242;71;x;
2559;94;254;76;x;
2560;129;204;215;x;
2561;70;102;151;x;
2562;166;4;36;x;
2563;239;208;74;x;
2564;208;135;34;x;
2565;241;203;191;x;
2566;162;40;105;x;
2567;25;80;215;x;
2568;192;123;132;x;
2569;196;140;88;x;
2570;56;165;241;x;
2571;69;40;227;x;
2572;12;173;11;x;
2573;45;17;149;x;
2574;184;181;23;x;
2575;81;75;216;x;
2576;121;124;194;x;
2577;161;190;228;x;
2578;68;60;62;x;
2579;25;193;243;x;
2580;88;108;140;x;
2581;236;52;60;x;
2582;87;104;178;x;
2583;229;201;208;x;
2584;61;66;236;x;
2585;148;21;150;x;
2586;143;174;139;x;
2587;136;131;237;x;
2588;230;3;162;x;
2589;166;16;92;x;
2590;175;15;163;x;
2591;204;168;193;x;
2592;202;250;194;x;
2593;150;108;124;x;
2594;136;179;154;x;
2595;22;8;11;x;
2596;215;113;52;x;
2597;194;119;105;x;
2598;220;188;211;x;
2599;129;10;225;x;
2600;240;49;113;x;
2601;250;168;145;x;
2602;44;206;226;x;
2603;225;137;63;x;
2604;92;2;188;x;
2605;234;96;77;x;
2606;100;4;167;x;
2607;87;153;93;x;
2608;212;81;58;x;
2609;183;136;54;x;
2610;116;112;63;x;
2611;80;103;134;x;
2612;6;106;109;x;
2613;170;187;59;x;
2614;140;255;200;x;
2615;143;88;174;x;
2616;57;235;72;x;
2617;97;93;228;x;
2618;5;153;100;x;
2619;145;155;113;x;
2620;139;53;136;x;
2621;4;238;225;x;
2622;130;183;211;x;
2623;13;72;90;x;
2624;32;43;74;x;
2625;233;37;152;x;
2626;96;194;94;x;
2627;46;234;228;x;
2628;61;155;49;x;
2629;243;13;125;x;
2630;163;252;82;x;
2631;209;156;174;x;
2632;23;98;99;x;
2633;251;27;78;x;
2634;67;255;35;x;
2635;253;71;217;x;
2636;59;83;234;x;
2637;69;53;221;x;
2638;13;220;230;x;
2639;118;52;158;x;
2640;118;190;110;x;
2641;139;110;168;x;
2642;71;195;52;x;
2643;143;103;50;x;
2644;81;153;240;x;
2645;162;125;81;x;
2646;147;116;112;x;
2647;201;57;255;x;
2648;10;22;54;x;
2649;28;140;244;x;
2650;21;109;135;x;
2651;152;90;149;x;
2652;139;29;133;x;
2653;137;252;201;x;
2654;125;137;64;x;
2655;251;220;171;x;
2656;2;126;107;x;
2657;20;221;229;x;
2658;152;151;206;x;
2659;34;134;177;x;
2660;20;97;236;x;
2661;231;147;160;x;
2662;221;87;64;x;
2663;104;87;186;x;
2664;41;160;214;x;
2665;111;112;55;x;
2666;254;7;184;x;
2667;112;93;125;x;
2668;18;148;52;x;
2669;180;35;187;x;
2670;170;183;83;x;
2671;12;30;165;x;
2672;248;220;132;x;
2673;161;98;157;x;
2674;157;242;53;x;
2675;34;72;155;x;
2676;39;184;239;x;
2677;130;248;245;x;
2678;127;76;55;x;
2679;249;146;184;x;
2680;177;141;202;x;
2681;199;188;173;x;
2682;208;173;53;x;
2683;168;2;120;x;
2684;29;226;29;x;
2685;186;203;148;x;
2686;142;216;120;x;
2687;114;91;178;x;
2688;51;196;16;x;
2689;178;68;221;x;
2690;222;45;113;x;
2691;86;214;162;x;
2692;104;178;28;x;
2693;57;1;138;x;
2694;237;177;249;x;
2695;204;116;61;x;
2696;103;236;112;x;
2697;66;104;232;x;
2698;209;160;219;x;
2699;218;227;175;x;
2700;77;213;6;x;
2701;125;191;165;x;
2702;154;247;116;x;
2703;89;237;215;x;
2704;105;172;60;x;
2705;98;175;255;x;
2706;95;106;185;x;
2707;41;59;177;x;
2708;69;43;21;x;
2709;176;226;20;x;
2710;239;185;105;x;
2711;205;104;70;x;
2712;148;200;158;x;
2713;136;230;6;x;
2714;183;246;58;x;
2715;53;126;73;x;
2716;181;187;145;x;
2717;242;110;131;x;
2718;72;147;248;x;
2719;161;74;247;x;
2720;48;123;154;x;
2721;134;41;135;x;
2722;193;208;101;x;
2723;67;64;127;x;
2724;1;187;122;x;
2725;23;78;1;x;
2726;25;55;164;x;
2727;238;96;136;x;
2728;222;31;11;x;
2729;148;242;196;x;
2730;27;221;164;x;
2731;247;224;83;x;
2732;211;103;231;x;
2733;193;209;92;x;
2734;59;13;146;x;
2735;59;139;208;x;
2736;3;137;4;x;
2737;119;211;53;x;
2738;212;164;55;x;
2739;32;231;155;x;
2740;136;219;23;x;
2741;107;201;178;x;
2742;187;120;162;x;
2743;75;162;55;x;
2744;68;25;100;x;
2745;197;116;8;x;
2746;138;102;229;x;
2747;25;129;116;x;
2748;72;108;40;x;
2749;175;25;63;x;
2750;216;248;209;x;
2751;52;38;93;x;
2752;245;130;23;x;
2753;40;93;169;x;
2754;224;60;168;x;
2755;115;112;178;x;
2756;218;60;44;x;
2757;245;139;145;x;
2758;76;23;206;x;
2759;142;112;214;x;
2760;122;51;204;x;
2761;227;108;252;x;
2762;57;123;71;x;
2763;80;109;44;x;
2764;208;227;215;x;
2765;70;156;229;x;
2766;88;199;230;x;
2767;204;219;178;x;
2768;222;25;16;x;
2769;58;122;132;x;
2770;52;0;218;x;
2771;154;215;91;x;
2772;254;59;20;x;
2773;4;237;7;x;
2774;96;121;248;x;
2775;179;74;200;x;
2776;93;204;27;x;
2777;117;231;230;x;
2778;55;219;203;x;
2779;61;102;160;x;
2780;152;224;51;x;
2781;110;111;15;x;
2782;213;80;163;x;
2783;117;138;66;x;
2784;4;162;38;x;
2785;190;178;170;x;
2786;176;220;88;x;
2787;66;120;47;x;
2788;60;19;98;x;
2789;72;141;37;x;
2790;59;142;249;x;
2791;61;27;14;x;
2792;30;109;251;x;
2793;243;145;161;x;
2794;166;53;29;x;
2795;188;40;16;x;
2796;245;247;20;x;
2797;50;226;26;x;
2798;17;168;186;x;
2799;234;126;76;x;
2800;195;20;250;x;
2801;93;203;94;x;
2802;188;114;53;x;
2803;9;215;158;x;
2804;85;194;84;x;
2805;217;202;172;x;
2806;245;121;93;x;
2807;103;217;54;x;
2808;56;107;239;x;
2809;175;163;121;x;
2810;152;131;105;x;
2811;23;6;120;x;
2812;169;154;112;x;
2813;199;159;230;x;
2814;142;139;221;x;
2815;16;64;210;x;
2816;150;160;137;x;
2817;212;101;14;x;
2818;151;91;180;x;
2819;21;251;252;x;
2820;60;236;195;x;
2821;203;113;73;x;
2822;43;169;10;x;
2823;26;155;95;x;
2824;116;197;87;x;
2825;41;220;0;x;
2826;104;191;68;x;
2827;66;104;195;x;
2828;202;212;75;x;
2829;163;31;221;x;
2830;143;241;23;x;
2831;232;2;91;x;
2832;172;209;155;x;
2833;135;221;184;x;
2834;143;197;219;x;
2835;226;19;155;x;
2836;239;187;184;x;
2837;45;224;114;x;
2838;61;183;207;x;
2839;219;231;154;x;
2840;75;110;77;x;
2841;68;95;65;x;
2842;192;250;66;x;
2843;95;247;155;x;
2844;194;8;48;x;
2845;138;193;245;x;
2846;224;115;150;x;
2847;104;144;183;x;
2848;159;11;14;x;
2849;181;115;190;x;
2850;79;21;133;x;
2851;238;225;63;x;
2852;33;62;118;x;
2853;100;56;109;x;
2854;118;82;193;x;
2855;79;108;105;x;
2856;67;55;235;x;
2857;225;138;42;x;
2858;0;196;80;x;
2859;133;104;220;x;
2860;148;119;166;x;
2861;209;118;20;x;
2862;184;116;254;x;
2863;219;210;140;x;
2864;15;40;232;x;
2865;245;18;39;x;
2866;114;50;125;x;
2867;78;235;208;x;
2868;201;151;255;x;
2869;97;145;213;x;
2870;128;26;86;x;
2871;169;115;39;x;
2872;124;208;194;x;
2873;149;7;61;x;
2874;146;165;208;x;
2875;183;93;83;x;
2876;236;22;229;x;
2877;119;21;54;x;
2878;73;94;119;x;
2879;153;239;200;x;
2880;49;62;239;x;
2881;15;131;89;x;
2882;120;187;213;x;
2883;20;166;160;x;
2884;100;68;64;x;
2885;97;6;86;x;
2886;96;178;232;x;
2887;105;79;255;x;
2888;191;15;101;x;
2889;100;160;45;x;
2890;140;64;50;x;
2891;245;231;236;x;
2892;40;148;60;x;
2893;62;33;148;x;
2894;14;47;208;x;
2895;200;58;154;x;
2896;240;173;252;x;
2897;142;41;84;x;
2898;38;156;87;x;
2899;198;94;7;x;
2900;219;32;49;x;
2901;21;86;66;x;
2902;115;168;17;x;
2903;130;57;131;x;
2904;3;110;166;x;
2905;6;218;183;x;
2906;129;105;121;x;
2907;57;180;166;x;
2908;164;0;93;x;
2909;33;177;240;x;
2910;207;246;78;x;
2911;167;71;8;x;
2912;141;180;180;x;
2913;157;136;57;x;
2914;22;208;144;x;
2915;40;124;165;x;
2916;203;141;215;x;
2917;74;126;192;x;
2918;53;50;3;x;
2919;134;120;148;x;
2920;54;154;145;x;
2921;198;42;105;x;
2922;95;49;121;x;
2923;132;233;145;x;
2924;61;59;63;x;
2925;61;136;63;x;
2926;90;166;134;x;
2927;214;33;151;x;
2928;181;231;35;x;
2929;204;45;31;x;
2930;43;146;40;x;
2931;186;51;211;x;
2932;234;78;90;x;
2933;151;63;113;x;
2934;246;83;113;x;
2935;111;75;36;x;
2936;252;223;112;x;
2937;2;87;129;x;
2938;179;21;120;x;
2939;165;254;235;x;
2940;10;44;3;x;
2941;132;63;217;x;
2942;212;136;62;x;
2943;197;162;107;x;
2944;198;255;32;x;
2945;5;47;61;x;
2946;163;239;237;x;
2947;111;82;50;x;
2948;79;214;197;x;
2949;30;56;54;x;
2950;176;100;163;x;
2951;157;93;214;x;
2952;204;34;182;x;
2953;146;20;248;x;
2954;52;182;140;x;
2955;28;221;235;x;
2956;232;130;204;x;
2957;198;184;247;x;
2958;250;158;203;x;
2959;51;132;212;x;
2960;248;87;101;x;
2961;108;183;82;x;
2962;162;5;99;x;
2963;152;36;93;x;
2964;69;53;136;x;
2965;178;236;156;x;
2966;152;28;86;x;
2967;111;205;221;x;
2968;20;250;19;x;
2969;235;133;87;x;
2970;16;178;223;x;
2971;55;176;163;x;
2972;181;39;190;x;
2973;209;88;0;x;
2974;34;100;254;x;
2975;127;244;1;x;
2976;37;80;172;x;
2977;211;98;34;x;
2978;203;136;193;x;
2979;35;94;31;x;
2980;221;5;27;x;
2981;239;119;226;x;
2982;63;60;247;x;
2983;176;247;133;x;
2984;103;183;109;x;
2985;128;176;64;x;
2986;52;157;239;x;
2987;6;226;178;x;
2988;222;41;60;x;
2989;92;146;68;x;
2990;46;102;131;x;
2991;136;218;18;x;
2992;54;52;239;x;
2993;84;232;105;x;
2994;221;11;29;x;
2995;46;20;46;x;
2996;47;142;103;x;
2997;193;173;115;x;
2998;219;156;24;x;
2999;92;247;2;x;
3000;99;233;76;x;
3001;150;126;116;x;
3002;164;18;148;x;
3003;117;128;26;x;
3004;235;23;82;x;
3005;160;10;190;x;
3006;52;75;9;x;
3007;179;45;251;x;
3008;181;179;236;x;
3009;20;188;237;x;
3010;36;166;215;x;
3011;220;130;102;x;
3012;183;86;204;x;
3013;96;95;160;x;
3014;116;242;60;x;
3015;55;59;151;x;
3016;201;10;248;x;
3017;208;189;171;x;
3018;89;163;102;x;
3019;174;235;136;x;
3020;226;124;174;x;
3021;208;196;143;x;
3022;15;200;96;x;
3023;170;155;165;x;
3024;42;66;102;x;
3025;97;146;223;x;
3026;204;3;98;x;
3027;229;243;110;x;
3028;215;158;213;x;
3029;60;21;209;x;
3030;50;78;14;x;
3031;71;199;167;x;
3032;241;14;48;x;
3033;5;157;92;x;
3034;84;124;143;x;
3035;224;83;154;x;
3036;211;152;152;x;
3037;10;26;153;x;
3038;117;234;53;x;
3039;181;62;221;x;
3040;155;142;42;x;
3041;199;124;142;x;
3042;200;175;172;x;
3043;179;50;155;x;
3044;92;121;37;x;
3045;175;82;170;x;
3046;120;163;98;x;
3047;138;5;28;x;
3048;154;58;138;x;
3049;181;236;102;x;
3050;67;13;140;x;
3051;192;31;146;x;
3052;58;176;215;x;
3053;221;211;43;x;
3054;82;189;132;x;
3055;37;254;142;x;
3056;250;40;215;x;
3057;125;178;248;x;
3058;146;195;140;x;
3059;19;146;114;x;
3060;228;104;77;x;
3061;11;171;114;x;
3062;7;189;93;x;
3063;154;174;176;x;
3064;141;238;208;x;
3065;235;41;245;x;
3066;32;252;122;x;
3067;140;126;185;x;
3068;102;62;76;x;
3069;177;204;244;x;
3070;71;201;137;x;
3071;233;4;68;x;
3072;50;249;6;x;
3073;189;235;118;x;
3074;182;194;25;x;
3075;89;89;201;x;
3076;10;186;65;x;
3077;160;165;180;x;
3078;48;21;135;x;
3079;79;156;85;x;
3080;214;185;238;x;
3081;162;183;14;x;
3082;89;251;85;x;
3083;155;97;59;x;
3084;76;168;142;x;
3085;92;122;31;x;
3086;185;6;155;x;
3087;122;215;103;x;
3088;33;99;185;x;
3089;21;34;31;x;
3090;56;59;102;x;
3091;203;64;113;x;
3092;108;138;70;x;
3093;4;84;36;x;
3094;203;147;156;x;
3095;99;183;164;x;
3096;97;28;227;x;
3097;82;38;74;x;
3098;123;84;6;x;
3099;209;39;225;x;
3100;51;123;208;x;
3101;40;240;124;x;
3102;120;242;207;x;
3103;11;21;192;x;
3104;56;137;110;x;
3105;128;196;125;x;
3106;95;202;45;x;
3107;12;114;166;x;
3108;246;183;63;x;
3109;90;227;116;x;
3110;37;202;198;x;
3111;79;29;46;x;
3112;28;155;35;x;
3113;167;68;24;x;
3114;49;120;34;x;
3115;234;108;242;x;
3116;36;115;116;x;
3117;203;196;103;x;
3118;182;89;80;x;
3119;80;163;34;x;
3120;169;0;104;x;
3121;98;19;117;x;
3122;76;180;21;x;
3123;17;133;223;x;
3124;199;213;102;x;
3125;229;39;130;x;
3126;14;137;60;x;
3127;126;72;1;x;
3128;244;65;20;x;
3129;86;227;231;x;
3130;203;143;80;x;
3131;162;5;110;x;
3132;231;164;83;x;
3133;253;33;58;x;
3134;156;128;93;x;
3135;158;68;154;x;
3136;43;39;230;x;
3137;50;173;116;x;
3138;51;123;170;x;
3139;173;167;184;x;
3140;49;81;126;x;
3141;127;227;155;x;
3142;28;128;130;x;
3143;215;185;131;x;
3144;104;206;119;x;
3145;133;117;200;x;
3146;230;234;25;x;
3147;71;250;202;x;
3148;237;35;95;x;
3149;100;253;184;x;
3150;83;30;79;x;
3151;221;181;166;x;
3152;115;101;196;x;
3153;15;19;116;x;
3154;133;188;65;x;
3155;12;203;173;x;
3156;180;80;71;x;
3157;160;39;74;x;
3158;84;92;133;x;
3159;205;103;202;x;
3160;60;63;35;x;
3161;12;5;102;x;
3162;127;214;238;x;
3163;35;249;123;x;
3164;247;40;62;x;
3165;197;112;36;x;
3166;12;75;99;x;
3167;208;28;43;x;
3168;64;105;57;x;
3169;4;216;192;x;
3170;14;51;236;x;
3171;236;205;126;x;
3172;90;202;118;x;
3173;64;234;201;x;
3174;106;246;21;x;
3175;230;21;4;x;
3176;162;78;196;x;
3177;87;88;132;x;
3178;247;27;75;x;
3179;6;138;130;x;
3180;244;113;208;x;
3181;139;133;63;x;
3182;232;113;26;x;
3183;67;66;237;x;
3184;201;253;250;x;
3185;138;244;89;x;
3186;173;172;0;x;
3187;245;139;170;x;
3188;103;11;156;x;
3189;21;20;119;x;
3190;240;134;67;x;
3191;154;209;169;x;
3192;247;100;216;x;
3193;59;253;133;x;
3194;30;134;212;x;
3195;151;250;131;x;
3196;177;107;246;x;
3197;163;191;225;x;
3198;59;137;205;x;
3199;4;32;203;x;
3200;244;130;228;x;
3201;243;29;222;x;
3202;87;182;211;x;
3203;126;202;59;x;
3204;57;224;9;x;
3205;141;43;98;x;
3206;110;160;43;x;
3207;28;146;154;x;
3208;142;121;234;x;
3209;4;248;38;x;
3210;132;20;9;x;
3211;83;172;121;x;
3212;186;85;247;x;
3213;100;219;199;x;
3214;167;126;27;x;
3215;166;112;155;x;
3216;60;82;110;x;
3217;230;15;212;x;
3218;72;110;43;x;
3219;95;96;0;x;
3220;21;72;254;x;
3221;217;188;98;x;
3222;223;195;23;x;
3223;51;16;231;x;
3224;168;133;76;x;
3225;86;123;143;x;
3226;144;92;156;x;
3227;46;151;203;x;
3228;77;48;182;x;
3229;58;95;117;x;
3230;115;233;4;x;
3231;97;156;151;x;
3232;117;38;248;x;
3233;164;169;31;x;
3234;142;91;160;x;
3235;208;5;4;x;
3236;242;76;60;x;
3237;126;233;169;x;
3238;229;118;217;x;
3239;110;105;193;x;
3240;74;24;99;x;
3241;119;9;14;x;
3242;92;81;176;x;
3243;123;194;252;x;
3244;47;5;178;x;
3245;103;61;208;x;
3246;208;183;150;x;
3247;63;16;141;x;
3248;16;216;249;x;
3249;26;189;229;x;
3250;195;26;204;x;
3251;46;11;219;x;
3252;208;170;95;x;
3253;228;177;15;x;
3254;8;231;150;x;
3255;116;208;46;x;
3256;139;203;242;x;
3257;222;201;124;x;
3258;143;76;102;x;
3259;184;36;48;x;
3260;70;53;219;x;
3261;122;26;2;x;
3262;39;147;62;x;
3263;232;163;217;x;
3264;124;132;161;x;
3265;166;163;27;x;
3266;29;244;55;x;
3267;252;147;196;x;
3268;29;251;130;x;
3269;70;31;65;x;
3270;231;33;243;x;
3271;171;10;109;x;
3272;107;253;58;x;
3273;150;66;37;x;
3274;60;174;19;x;
3275;90;175;212;x;
3276;211;70;255;x;
3277;226;237;248;x;
3278;193;26;238;x;
3279;227;227;81;x;
3280;154;105;152;x;
3281;5;18;245;x;
3282;153;128;218;x;
3283;169;108;9;x;
3284;253;231;114;x;
3285;168;10;149;x;
3286;254;22;242;x;
3287;39;21;58;x;
3288;206;157;85;x;
3289;30;224;7;x;
3290;154;93;46;x;
3291;244;0;37;x;
3292;89;221;19;x;
3293;170;222;220;x;
3294;68;39;76;x;
3295;241;146;237;x;
3296;20;149;180;x;
3297;232;0;15;x;
3298;80;129;242;x;
3299;219;97;30;x;
3300;185;196;244;x;
3301;52;166;134;x;
3302;121;22;155;x;
3303;238;194;224;x;
3304;123;57;51;x;
3305;230;64;47;x;
3306;254;176;47;x;
3307;149;59;179;x;
3308;234;90;254;x;
3309;125;249;117;x;
3310;222;75;55;x;
3311;79;147;28;x;
3312;148;169;206;x;
3313;88;141;248;x;
3314;99;226;221;x;
3315;244;238;196;x;
3316;195;171;97;x;
3317;49;90;177;x;
3318;227;214;129;x;
3319;43;212;225;x;
3320;178;149;0;x;
3321;126;246;94;x;
3322;28;37;84;x;
3323;187;39;48;x;
3324;11;253;177;x;
3325;87;155;245;x;
3326;248;60;23;x;
3327;169;60;63;x;
3328;137;129;213;x;
3329;70;244;108;x;
3330;91;238;254;x;
3331;165;214;93;x;
3332;230;52;72;x;
3333;9;74;103;x;
3334;159;221;211;x;
3335;4;117;74;x;
3336;235;172;116;x;
3337;57;112;173;x;
3338;93;68;73;x;
3339;14;204;47;x;
3340;125;182;211;x;
3341;169;178;20;x;
3342;185;173;39;x;
3343;164;218;132;x;
3344;74;127;11;x;
3345;109;149;33;x;
3346;58;138;97;x;
3347;196;76;151;x;
3348;119;230;153;x;
3349;166;57;201;x;
3350;82;142;244;x;
3351;12;143;84;x;
3352;158;39;37;x;
3353;209;165;27;x;
3354;29;42;94;x;
3355;208;129;72;x;
3356;34;200;249;x;
3357;101;154;51;x;
3358;11;48;227;x;
3359;50;164;160;x;
3360;0;188;211;x;
3361;74;162;13;x;
3362;136;233;97;x;
3363;101;233;14;x;
3364;46;176;81;x;
3365;200;121;243;x;
3366;131;117;53;x;
3367;176;99;107;x;
3368;206;239;29;x;
3369;125;147;192;x;
3370;100;78;96;x;
3371;140;159;64;x;
3372;151;20;136;x;
3373;212;202;194;x;
3374;85;77;212;x;
3375;3;66;53;x;
3376;222;29;16;x;
3377;115;108;29;x;
3378;122;109;157;x;
3379;105;178;57;x;
3380;79;99;16;x;
3381;182;207;245;x;
3382;244;155;223;x;
3383;89;56;136;x;
3384;211;72;53;x;
3385;114;206;247;x;
3386;45;116;212;x;
3387;218;78;68;x;
3388;150;153;56;x;
3389;112;18;253;x;
3390;210;140;73;x;
3391;39;47;69;x;
3392;221;58;34;x;
3393;251;244;122;x;
3394;170;228;200;x;
3395;183;204;238;x;
3396;234;68;25;x;
3397;45;59;199;x;
3398;198;107;201;x;
3399;235;140;54;x;
3400;238;102;170;x;
3401;128;19;107;x;
3402;182;235;135;x;
3403;248;195;70;x;
3404;166;149;241;x;
3405;148;37;24;x;
3406;227;134;91;x;
3407;40;27;174;x;
3408;82;65;32;x;
3409;101;186;200;x;
3410;111;83;75;x;
3411;24;203;188;x;
3412;227;152;221;x;
3413;106;135;66;x;
3414;95;187;135;x;
3415;53;66;224;x;
3416;18;203;52;x;
3417;216;55;230;x;
3418;193;14;156;x;
3419;203;189;7;x;
3420;170;75;89;x;
3421;116;147;19;x;
3422;194;222;80;x;
3423;16;255;114;x;
3424;214;131;5;x;
3425;247;38;157;x;
3426;212;205;122;x;
3427;181;22;62;x;
3428;128;87;11;x;
3429;173;43;96;x;
3430;32;129;245;x;
3431;237;130;129;x;
3432;215;101;122;x;
3433;83;239;8;x;
3434;3;144;207;x;
3435;247;0;134;x;
3436;176;22;119;x;
3437;15;70;251;x;
3438;163;32;87;x;
3439;197;169;198;x;
3440;181;57;148;x;
3441;240;152;122;x;
3442;177;121;117;x;
3443;173;200;193;x;
3444;103;190;2;x;
3445;187;54;190;x;
3446;171;107;10;x;
3447;91;121;83;x;
3448;125;11;168;x;
3449;246;72;228;x;
3450;106;144;184;x;
3451;189;30;123;x;
3452;2;28;175;x;
3453;202;239;10;x;
3454;148;146;82;x;
3455;172;4;184;x;
3456;194;81;170;x;
3457;63;33;13;x;
3458;115;211;224;x;
3459;101;233;63;x;
3460;158;48;251;x;
3461;152;193;225;x;
3462;35;18;75;x;
3463;86;83;109;x;
3464;201;196;49;x;
3465;126;157;214;x;
3466;63;177;174;x;
3467;40;105;208;x;
3468;63;237;154;x;
3469;129;30;113;x;
3470;91;164;131;x;
3471;29;128;130;x;
3472;64;5;122;x;
3473;106;248;186;x;
3474;252;183;101;x;
3475;63;167;176;x;
3476;38;16;10;x;
3477;165;37;0;x;
3478;224;63;247;x;
3479;188;121;96;x;
3480;35;222;182;x;
3481;255;34;127;x;
3482;10;96;217;x;
3483;243;61;44;x;
3484;124;204;185;x;
3485;114;190;253;x;
3486;78;17;109;x;
3487;240;53;86;x;
3488;48;60;241;x;
3489;67;64;75;x;
3490;139;197;140;x;
3491;32;115;117;x;
3492;146;242;93;x;
3493;239;225;203;x;
3494;225;85;67;x;
3495;67;117;62;x;
3496;188;205;184;x;
3497;21;142;18;x;
3498;142;60;227;x;
3499;98;67;243;x;
3500;47;18;238;x;
3501;157;68;31;x;
3502;111;219;210;x;
3503;3;102;249;x;
3504;143;39;1;x;
3505;211;234;164;x;
3506;239;126;0;x;
3507;215;179;36;x;
3508;118;141;106;x;
3509;255;221;31;x;
3510;87;52;188;x;
3511;217;22;94;x;
3512;3;205;223;x;
3513;109;11;184;x;
3514;79;105;155;x;
3515;126;168;158;x;
3516;182;72;137;x;
3517;127;197;166;x;
3518;209;244;42;x;
3519;15;114;91;x;
3520;95;65;74;x;
3521;147;150;214;x;
3522;66;170;171;x;
3523;142;177;65;x;
3524;129;110;196;x;
3525;166;170;208;x;
3526;5;111;182;x;
3527;52;113;106;x;
3528;234;151;162;x;
3529;84;42;45;x;
3530;16;14;187;x;
3531;97;18;128;x;
3532;89;103;32;x;
3533;255;213;148;x;
3534;160;242;247;x;
3535;68;69;168;x;
3536;38;14;66;x;
3537;6;65;190;x;
3538;25;97;159;x;
3539;112;136;80;x;
3540;35;148;90;x;
3541;85;52;249;x;
3542;252;46;58;x;
3543;133;50;247;x;
3544;232;147;22;x;
3545;62;183;227;x;
3546;123;109;112;x;
3547;97;224;240;x;
3548;160;145;7;x;
3549;55;190;115;x;
3550;254;135;165;x;
3551;84;225;229;x;
3552;230;145;142;x;
3553;148;252;180;x;
3554;208;175;191;x;
3555;203;51;181;x;
3556;17;181;52;x;
3557;4;240;143;x;
3558;242;43;207;x;
3559;16;128;201;x;
3560;135;206;85;x;
3561;168;200;224;x;
3562;178;253;35;x;
3563;5;74;172;x;
3564;181;82;167;x;
3565;152;244;100;x;
3566;141;59;247;x;
3567;141;202;93;x;
3568;25;148;98;x;
3569;205;192;54;x;
3570;215;83;148;x;
3571;173;67;144;x;
3572;174;38;20;x;
3573;249;103;107;x;
3574;152;130;179;x;
3575;87;191;241;x;
3576;5;255;84;x;
3577;57;15;117;x;
3578;1;243;194;x;
3579;122;181;47;x;
3580;89;156;15;x;
3581;125;97;37;x;
3582;122;79;187;x;
3583;59;114;228;x;
3584;62;136;116;x;
3585;164;55;168;x;
3586;224;210;96;x;
3587;120;178;194;x;
3588;63;252;170;x;
3589;144;243;229;x;
3590;189;191;75;x;
3591;231;16;140;x;
3592;73;58;12;x;
3593;175;229;234;x;
3594;217;211;250;x;
3595;230;130;131;x;
3596;253;91;227;x;
3597;190;180;187;x;
3598;245;88;127;x;
3599;159;246;237;x;
3600;59;82;144;x;
3601;32;88;74;x;
3602;146;134;203;x;
3603;96;244;54;x;
3604;159;224;234;x;
3605;189;243;136;x;
3606;50;63;211;x;
3607;182;244;89;x;
3608;213;44;18;x;
3609;1;51;193;x;
3610;110;36;225;x;
3611;46;13;51;x;
3612;181;27;45;x;
3613;38;48;123;x;
3614;206;46;40;x;
3615;146;69;219;x;
3616;118;15;149;x;
3617;116;238;60;x;
3618;142;73;151;x;
3619;93;232;168;x;
3620;242;236;156;x;
3621;25;84;216;x;
3622;172;128;220;x;
3623;219;35;48;x;
3624;53;74;11;x;
3625;121;58;184;x;
3626;34;162;109;x;
3627;40;72;31;x;
3628;49;11;198;x;
3629;33;73;162;x;
3630;185;208;27;x;
3631;178;83;34;x;
3632;184;181;186;x;
3633;40;224;46;x;
3634;82;118;75;x;
3635;51;93;164;x;
3636;112;124;223;x;
3637;6;187;201;x;
3638;39;251;146;x;
3639;145;225;254;x;
